Customer ID,Services,ISP (INR),Marginal Cost (INR),Discount Type,Discount Amount (INR),Billed Cost (INR),Date,Time
300245,Haircut (Male)',149,149,,0,149,2022-09-21,8:17:27
200081,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-09-21,8:21:43
100880,Eyebrow Threading',74,74,,0,74,2022-09-21,17:41:23
200763,Haircut (Male)',149,149,,0,149,2022-09-21,18:32:32
200214,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,Membership Card,39.8,358.2,2022-09-21,19:41:57
200564,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-09-22,11:25:30
200354,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-09-22,17:54:21
200296,Eyebrow Threading',74,74,,0,74,2022-09-23,2:18:19
200126,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-09-23,11:05:35
300791,Eyebrow Threading',74,74,,0,74,2022-09-23,14:54:29
200808,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-09-23,17:34:31
100171,Haircut (Male)',149,149,,0,149,2022-09-24,2:05:05
200783,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-09-24,7:23:55
200571,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-09-24,7:54:54
200746,Beard Trimming',49,49,,0,49,2022-09-24,8:12:58
200574,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-09-24,11:36:54
100485,Haircut (Male)',149,149,,0,149,2022-09-24,15:39:39
200713,Haircut (Male)',149,149,,0,149,2022-09-24,20:04:53
200945,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-09-25,18:16:59
300882,Beard Trimming',49,49,,0,49,2022-09-26,1:36:33
100824,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-09-26,7:46:55
100650,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-09-26,11:18:16
300827,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-09-26,14:58:54
300020,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-09-26,17:42:19
200833,Eyebrow Threading',74,74,,0,74,2022-09-26,22:03:50
300973,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,Membership Card,32.3,290.7,2022-09-26,22:30:39
200603,"Beard Trimming', 'Lower Body Waxing'","49, 1399",1448,,0,1448,2022-09-27,7:11:41
200270,"Beard Trimming', 'Upper Body Waxing'","49, 1399",1448,,0,1448,2022-09-27,16:17:00
300573,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2022-09-28,11:28:28
100614,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,Membership Card,39.8,358.2,2022-09-28,12:28:00
100937,Eyebrow Threading',74,74,,0,74,2022-09-28,19:38:15
200106,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-09-28,22:07:15
300390,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-09-29,6:19:22
200503,Haircut (Female)',249,249,,0,249,2022-09-29,13:02:26
200574,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,Membership Card,22.3,200.7,2022-09-29,13:26:30
200624,Beard Trimming',49,49,,0,49,2022-09-29,13:57:25
100399,Haircut (Female)',249,249,,0,249,2022-09-29,14:43:36
300280,Haircut (Male)',149,149,,0,149,2022-09-29,22:16:24
300422,Haircut (Female)',249,249,,0,249,2022-09-30,2:14:26
300806,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-09-30,4:57:38
300439,Beard Trimming',49,49,,0,49,2022-09-30,8:50:38
100581,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-09-30,16:31:33
200876,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-10-01,3:33:39
100681,"Eyebrow Threading', 'Pedicure'","74, 249",323,,0,323,2022-10-01,4:15:29
300087,Eyebrow Threading',74,74,,0,74,2022-10-01,12:31:32
300653,Eyebrow Threading',74,74,,0,74,2022-10-01,12:45:41
200881,"Beard Trimming', 'Manicure'","49, 239",288,,0,288,2022-10-01,14:50:24
100676,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-10-01,16:46:47
300002,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-10-02,2:45:40
200876,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-10-02,11:17:01
300334,Eyebrow Threading',74,74,,0,74,2022-10-02,20:20:36
100016,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-10-02,21:45:27
100655,Haircut (Female)',249,249,,0,249,2022-10-03,7:19:23
100393,Haircut (Female)',249,249,,0,249,2022-10-03,11:47:07
100064,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-10-03,18:54:23
300634,Eyebrow Threading',74,74,,0,74,2022-10-04,3:37:52
300013,Haircut (Female)',249,249,,0,249,2022-10-04,5:20:09
300095,Eyebrow Threading',74,74,,0,74,2022-10-04,19:12:02
300832,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,Membership Card,39.8,358.2,2022-10-05,2:56:22
100922,Eyebrow Threading',74,74,,0,74,2022-10-05,6:32:55
100481,Haircut (Male)',149,149,,0,149,2022-10-05,8:00:49
300034,Haircut (Male)',149,149,,0,149,2022-10-05,13:02:28
100743,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-10-05,13:16:13
300483,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2022-10-05,19:57:56
300243,Haircut (Female)',249,249,,0,249,2022-10-06,0:31:46
300130,"Beard Trimming', 'Full Body Massage'","49, 1359",1408,,0,1408,2022-10-06,1:01:55
100743,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2022-10-06,3:19:00
100906,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2022-10-06,5:08:01
200833,"Haircut (Male)', 'Olive Hair Treatment'","149, 249",398,,0,398,2022-10-06,9:47:39
100676,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-10-06,12:40:25
200641,Haircut (Female)',249,249,,0,249,2022-10-06,14:13:24
300013,Eyebrow Threading',74,74,,0,74,2022-10-06,15:40:24
100072,"Haircut (Male)', 'Lower Body Waxing'","149, 1399",1548,,0,1548,2022-10-06,18:46:24
300847,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-10-07,0:02:35
300898,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-10-07,4:07:16
300808,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-10-07,5:31:46
100655,"Haircut (Male)', 'Upper Body Waxing'","149, 1399",1548,,0,1548,2022-10-07,10:25:03
300134,Eyebrow Threading',74,74,,0,74,2022-10-07,10:30:34
300742,Eyebrow Threading',74,74,,0,74,2022-10-07,11:07:53
200127,Beard Trimming',49,49,,0,49,2022-10-07,14:45:50
200981,Haircut (Female)',249,249,,0,249,2022-10-07,21:04:09
100333,Haircut (Female)',249,249,,0,249,2022-10-08,14:05:06
200171,Beard Trimming',49,49,,0,49,2022-10-08,15:57:54
200518,Eyebrow Threading',74,74,,0,74,2022-10-08,17:26:42
300254,Haircut (Female)',249,249,,0,249,2022-10-09,3:02:34
100486,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-10-09,13:44:47
200865,Haircut (Male)',149,149,,0,149,2022-10-09,16:34:03
100485,Eyebrow Threading',74,74,,0,74,2022-10-09,17:07:49
200810,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-10-10,0:51:01
200444,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-10-10,8:13:02
300637,Haircut (Female)',249,249,,0,249,2022-10-10,12:57:12
200587,Beard Trimming',49,49,,0,49,2022-10-11,0:26:37
300814,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2022-10-11,2:32:41
300759,Beard Trimming',49,49,,0,49,2022-10-11,16:51:45
200182,Eyebrow Threading',74,74,,0,74,2022-10-11,20:32:13
100033,Haircut (Female)',249,249,,0,249,2022-10-13,2:04:23
100365,Eyebrow Threading',74,74,,0,74,2022-10-13,2:42:12
200811,Beard Trimming',49,49,,0,49,2022-10-13,2:48:10
100409,Beard Trimming',49,49,,0,49,2022-10-13,6:35:18
300771,Haircut (Male)',149,149,,0,149,2022-10-13,7:17:11
200772,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-10-13,10:26:43
100731,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-10-13,11:04:09
200354,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-10-14,3:25:26
200068,"Haircut (Male)', 'Full Body Massage'","149, 1359",1508,Membership Card,150.8,1357.2,2022-10-14,4:42:39
200081,Haircut (Male)',149,149,,0,149,2022-10-14,7:09:58
200950,Eyebrow Threading',74,74,,0,74,2022-10-14,9:18:18
100306,Beard Trimming',49,49,,0,49,2022-10-14,9:44:20
100332,Eyebrow Threading',74,74,,0,74,2022-10-14,13:18:47
100416,"Haircut (Female)', 'Upper Body Waxing'","249, 1399",1648,,0,1648,2022-10-14,17:10:56
100145,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-10-14,18:24:12
200624,"Beard Trimming', 'Deep Hydrating', 'Eyebrow Threading'","49, 649, 74",772,,0,772,2022-10-15,16:11:48
100739,Haircut (Male)',149,149,,0,149,2022-10-15,20:20:23
100908,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-10-15,21:44:54
300694,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-10-16,2:56:15
200748,Haircut (Male)',149,149,,0,149,2022-10-16,5:32:54
200709,Haircut (Female)',249,249,,0,249,2022-10-16,6:13:56
100697,Haircut (Male)',149,149,,0,149,2022-10-16,8:33:01
100766,Eyebrow Threading',74,74,,0,74,2022-10-16,18:42:52
200568,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-10-17,8:08:06
200273,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2022-10-17,12:44:21
200236,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-10-17,16:23:55
300737,Haircut (Male)',149,149,,0,149,2022-10-17,22:23:31
300130,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-10-18,7:33:39
300146,Haircut (Female)',249,249,,0,249,2022-10-18,8:31:55
200713,Haircut (Male)',149,149,,0,149,2022-10-18,10:14:02
100061,Haircut (Female)',249,249,,0,249,2022-10-19,2:47:26
100040,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-10-19,3:34:57
100397,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-10-19,9:09:19
300833,Beard Trimming',49,49,,0,49,2022-10-19,9:14:38
100090,Eyebrow Threading',74,74,,0,74,2022-10-19,9:21:58
300814,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2022-10-19,18:36:46
100152,Haircut (Male)',149,149,,0,149,2022-10-20,2:27:51
200780,"Haircut (Male)', 'Lower Body Waxing'","149, 1399",1548,Membership Card,154.8,1393.2,2022-10-20,2:43:06
200875,Haircut (Male)',149,149,,0,149,2022-10-20,6:43:18
200181,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-10-20,7:09:16
300188,"Haircut (Female)', 'Lower Body Waxing'","249, 1399",1648,,0,1648,2022-10-20,10:08:27
300573,"Eyebrow Threading', 'Full Body Massage', 'Beard Trimming'","74, 1359, 49",1482,,0,1482,2022-10-20,15:05:24
100603,"Eyebrow Threading', 'Upper Body Waxing'","74, 1399",1473,,0,1473,2022-10-20,15:32:14
100986,Haircut (Male)',149,149,,0,149,2022-10-20,22:21:47
300354,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-10-20,22:22:18
100195,Beard Trimming',49,49,,0,49,2022-10-21,8:51:20
100064,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-10-21,12:17:34
100016,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-10-21,13:56:39
100160,Haircut (Male)',149,149,,0,149,2022-10-21,16:29:20
300439,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2022-10-21,19:30:29
200081,Haircut (Male)',149,149,,0,149,2022-10-21,22:40:03
100937,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2022-10-22,3:22:09
300013,Haircut (Male)',149,149,,0,149,2022-10-22,9:40:06
200207,Eyebrow Threading',74,74,,0,74,2022-10-22,14:21:39
200864,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-10-22,15:31:27
100145,Beard Trimming',49,49,,0,49,2022-10-22,23:26:41
200574,"Haircut (Male)', 'Beard Trimming'","149, 49",198,Membership Card,19.8,178.2,2022-10-23,7:08:36
300634,Eyebrow Threading',74,74,,0,74,2022-10-23,13:20:31
100504,Haircut (Male)',149,149,,0,149,2022-10-23,14:58:59
200732,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-10-24,10:13:35
200961,Haircut (Female)',249,249,,0,249,2022-10-25,0:27:11
200171,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-10-25,4:50:57
100270,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2022-10-25,7:05:35
200355,Haircut (Male)',149,149,,0,149,2022-10-25,8:01:16
300841,Beard Trimming',49,49,,0,49,2022-10-25,18:34:03
100295,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-10-25,23:49:45
300890,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-10-26,1:18:23
100048,Haircut (Male)',149,149,,0,149,2022-10-26,11:13:20
100333,"Haircut (Male)', 'Deep Hydrating'","149, 649",798,,0,798,2022-10-26,21:39:32
300934,Eyebrow Threading',74,74,,0,74,2022-10-26,23:47:28
200106,"Haircut (Male)', 'Beard Trimming'","149, 49",198,Membership Card,19.8,178.2,2022-10-27,0:40:01
200503,Haircut (Male)',149,149,,0,149,2022-10-27,10:59:42
200732,Haircut (Male)',149,149,,0,149,2022-10-27,11:53:01
200915,Haircut (Female)',249,249,,0,249,2022-10-27,13:21:23
200213,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-10-27,13:35:30
300643,"Beard Trimming', 'Haircut (Male)', 'Eyebrow Threading'","49, 149, 74",272,,0,272,2022-10-27,13:50:52
200732,Haircut (Male)',149,149,,0,149,2022-10-28,0:10:09
300027,Haircut (Female)',249,249,,0,249,2022-10-28,8:44:05
100986,Eyebrow Threading',74,74,,0,74,2022-10-28,9:12:07
100705,"Beard Trimming', 'Pedicure'","49, 249",298,,0,298,2022-10-28,12:08:39
300009,"Haircut (Male)', 'Beard Trimming'","149, 49",198,Membership Card,19.8,178.2,2022-10-29,0:56:33
300575,"Haircut (Male)', 'Beard Trimming', 'Eyebrow Threading'","149, 49, 74",272,,0,272,2022-10-29,1:58:20
100600,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-10-29,11:31:26
100467,"Beard Trimming', 'Pedicure'","49, 249",298,,0,298,2022-10-29,13:44:00
200390,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,Membership Card,14.8,133.2,2022-10-30,2:43:25
200097,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2022-10-30,5:05:51
100837,Beard Trimming',49,49,,0,49,2022-10-30,5:22:29
200431,"Beard Trimming', 'Upper Body Waxing'","49, 1399",1448,Membership Card,144.8,1303.2,2022-10-30,11:29:23
300982,Haircut (Female)',249,249,,0,249,2022-10-30,14:35:28
300737,Beard Trimming',49,49,,0,49,2022-10-30,17:46:48
200055,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-10-30,20:35:48
200612,Eyebrow Threading',74,74,,0,74,2022-10-30,21:25:15
200867,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-10-30,22:17:25
200599,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-10-31,2:17:47
200882,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2022-10-31,5:36:03
100246,Eyebrow Threading',74,74,,0,74,2022-10-31,13:18:01
200014,Haircut (Female)',249,249,,0,249,2022-10-31,19:55:56
100880,Eyebrow Threading',74,74,,0,74,2022-11-01,2:06:30
200590,Eyebrow Threading',74,74,,0,74,2022-11-01,4:51:38
200662,Haircut (Male)',149,149,,0,149,2022-11-01,5:32:32
300808,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-01,21:50:08
200547,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2022-11-02,2:20:56
200503,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-11-02,8:46:44
200431,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-11-02,11:55:55
100722,Eyebrow Threading',74,74,,0,74,2022-11-02,14:17:48
100040,"Haircut (Male)', 'Eyebrow Threading', 'Beard Trimming'","149, 74, 49",272,Membership Card,27.2,244.8,2022-11-02,16:49:12
200097,Eyebrow Threading',74,74,,0,74,2022-11-02,17:48:43
300775,Haircut (Female)',249,249,,0,249,2022-11-03,16:21:17
100456,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-11-03,22:00:25
200456,"Eyebrow Threading', 'Deep Hydrating', 'Beard Trimming'","74, 649, 49",772,,0,772,2022-11-04,3:36:40
100504,Haircut (Male)',149,149,,0,149,2022-11-04,19:35:28
300494,Haircut (Male)',149,149,,0,149,2022-11-04,20:50:12
200961,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-11-05,15:12:44
200811,Haircut (Female)',249,249,,0,249,2022-11-05,20:38:53
100676,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,Membership Card,49.8,448.2,2022-11-06,20:36:09
200827,Beard Trimming',49,49,,0,49,2022-11-07,14:10:18
200568,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-11-07,18:18:48
300529,Beard Trimming',49,49,Membership Card,4.9,44.1,2022-11-08,5:08:03
100572,Haircut (Female)',249,249,,0,249,2022-11-08,12:14:32
200236,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-08,12:53:26
200801,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-11-08,16:51:04
300575,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2022-11-09,0:04:57
300245,Beard Trimming',49,49,,0,49,2022-11-09,8:27:06
200568,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2022-11-09,11:28:59
100739,"Beard Trimming', 'Pedicure'","49, 249",298,,0,298,2022-11-09,17:50:37
100743,Haircut (Female)',249,249,,0,249,2022-11-09,19:28:46
100034,"Eyebrow Threading', 'Eyebrow Threading', 'Beard Trimming'","74, 74, 49",197,,0,197,2022-11-10,2:34:55
100896,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-11-10,8:22:44
300419,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-11-10,8:34:40
300288,Beard Trimming',49,49,,0,49,2022-11-10,17:22:52
100608,Beard Trimming',49,49,,0,49,2022-11-11,1:32:19
300254,Beard Trimming',49,49,,0,49,2022-11-11,1:44:11
200236,Eyebrow Threading',74,74,,0,74,2022-11-11,10:18:59
300361,Haircut (Female)',249,249,,0,249,2022-11-11,16:50:54
200236,Beard Trimming',49,49,,0,49,2022-11-11,20:01:58
300526,"Beard Trimming', 'Beard Trimming', 'Eyebrow Threading'","49, 49, 74",172,,0,172,2022-11-11,21:48:36
200518,Haircut (Female)',249,249,,0,249,2022-11-11,21:53:58
300985,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2022-11-12,8:04:22
200161,"Haircut (Female)', 'Full Body Massage'","249, 1359",1608,Membership Card,160.8,1447.2,2022-11-12,13:19:31
200987,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-12,17:57:49
100160,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2022-11-12,22:16:37
100861,"Haircut (Female)', 'Beard Trimming', 'Eyebrow Threading'","249, 49, 74",372,,0,372,2022-11-13,1:54:31
100365,Beard Trimming',49,49,,0,49,2022-11-13,4:33:15
200550,Beard Trimming',49,49,,0,49,2022-11-13,5:13:28
100485,Beard Trimming',49,49,,0,49,2022-11-13,10:04:41
200759,Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-11-13,18:42:41
200799,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2022-11-13,19:28:14
300051,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-13,20:31:50
300334,Haircut (Female)',249,249,,0,249,2022-11-13,21:21:54
200904,"Eyebrow Threading', 'Lower Body Waxing'","74, 1399",1473,,0,1473,2022-11-14,2:56:21
300180,Eyebrow Threading',74,74,,0,74,2022-11-14,8:18:06
300322,Beard Trimming',49,49,,0,49,2022-11-14,13:43:14
300889,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-11-15,7:03:11
300101,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-11-15,15:11:43
300176,Haircut (Female)',249,249,,0,249,2022-11-15,21:05:22
200665,Beard Trimming',49,49,Membership Card,4.9,44.1,2022-11-15,21:48:31
200252,"Beard Trimming', 'De-tan'","49, 249",298,,0,298,2022-11-15,21:50:42
100236,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2022-11-15,23:19:09
200135,Haircut (Male)',149,149,,0,149,2022-11-16,9:29:57
100247,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2022-11-16,20:42:11
300806,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,Membership Card,22.3,200.7,2022-11-17,5:06:09
200363,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-17,6:15:22
300247,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-11-17,9:48:21
200966,Eyebrow Threading',74,74,,0,74,2022-11-17,10:05:21
300335,Haircut (Male)',149,149,,0,149,2022-11-17,19:23:11
100212,Beard Trimming',49,49,,0,49,2022-11-17,19:53:33
100685,Beard Trimming',49,49,,0,49,2022-11-17,23:58:32
300708,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-11-18,3:46:35
200945,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2022-11-18,9:02:57
100838,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-11-18,10:49:11
100533,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,Membership Card,32.3,290.7,2022-11-18,17:41:51
100603,Beard Trimming',49,49,,0,49,2022-11-18,20:11:21
100237,Beard Trimming',49,49,Membership Card,4.9,44.1,2022-11-19,11:49:49
100600,"Haircut (Male)', 'Upper Body Waxing'","149, 1399",1548,,0,1548,2022-11-19,23:32:45
100365,Eyebrow Threading',74,74,,0,74,2022-11-20,1:58:47
200236,Eyebrow Threading',74,74,,0,74,2022-11-20,2:45:47
200843,Eyebrow Threading',74,74,,0,74,2022-11-20,7:26:16
300672,Eyebrow Threading',74,74,,0,74,2022-11-20,10:22:43
200865,Haircut (Male)',149,149,,0,149,2022-11-20,15:10:46
100923,Eyebrow Threading',74,74,,0,74,2022-11-20,17:55:33
300791,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2022-11-20,22:15:42
300416,"Haircut (Male)', 'Upper Body Waxing'","149, 1399",1548,,0,1548,2022-11-21,6:51:01
100414,Haircut (Female)',249,249,,0,249,2022-11-21,23:16:37
200196,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,Membership Card,12.3,110.7,2022-11-22,1:20:22
300344,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-11-22,3:53:56
100423,Haircut (Male)',149,149,,0,149,2022-11-22,6:09:35
200886,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-11-22,8:40:53
100078,Haircut (Male)',149,149,,0,149,2022-11-23,7:15:11
100253,Eyebrow Threading',74,74,,0,74,2022-11-23,9:56:53
200676,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2022-11-23,14:12:22
300524,Haircut (Male)',149,149,,0,149,2022-11-23,17:15:25
300535,Eyebrow Threading',74,74,,0,74,2022-11-23,23:05:04
100834,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2022-11-23,23:56:44
100486,"Beard Trimming', 'Olive Hair Treatment'","49, 249",298,,0,298,2022-11-24,1:53:28
100759,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-11-24,5:56:15
200987,Eyebrow Threading',74,74,,0,74,2022-11-24,6:11:55
300494,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2022-11-24,11:21:28
200364,Haircut (Female)',249,249,,0,249,2022-11-24,15:41:44
300759,Haircut (Female)',249,249,,0,249,2022-11-25,16:34:07
300222,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-11-25,17:23:31
200390,Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-11-25,17:29:19
200011,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2022-11-25,18:40:42
200431,"Eyebrow Threading', 'Deep Hydrating'","74, 649",723,Membership Card,72.3,650.7,2022-11-25,19:27:10
200603,Haircut (Male)',149,149,,0,149,2022-11-26,6:15:45
300973,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,Membership Card,12.3,110.7,2022-11-26,7:55:24
300354,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2022-11-26,9:57:35
200613,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2022-11-27,14:15:02
300653,Beard Trimming',49,49,,0,49,2022-11-27,18:07:56
100541,Haircut (Male)',149,149,,0,149,2022-11-28,0:23:50
200524,Haircut (Female)',249,249,,0,249,2022-11-28,9:05:04
200598,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-11-28,14:16:44
200316,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-11-28,18:03:24
100908,Haircut (Female)',249,249,,0,249,2022-11-28,23:20:59
300575,Beard Trimming',49,49,,0,49,2022-11-28,23:32:28
100777,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2022-11-29,0:15:11
100126,Haircut (Male)',149,149,,0,149,2022-11-29,2:26:23
300433,"Haircut (Female)', 'De-tan'","249, 249",498,,0,498,2022-11-29,4:14:56
200991,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2022-11-29,6:56:50
200746,Beard Trimming',49,49,,0,49,2022-11-29,12:16:57
200452,Haircut (Male)',149,149,,0,149,2022-11-29,12:19:47
200435,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2022-11-29,19:14:49
100511,Haircut (Female)',249,249,,0,249,2022-11-29,22:59:04
100541,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2022-11-30,0:05:12
300191,Eyebrow Threading',74,74,,0,74,2022-11-30,17:36:37
300254,Eyebrow Threading',74,74,,0,74,2022-11-30,20:01:31
200411,"Beard Trimming', 'Haircut (Female)', 'Eyebrow Threading'","49, 249, 74",372,Membership Card,37.2,334.8,2022-12-01,5:45:05
300509,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,Membership Card,49.8,448.2,2022-12-01,6:38:34
200961,Haircut (Female)',249,249,,0,249,2022-12-01,9:40:37
